X,Y,OBJECTID,FACILITY_STATUS,STATUS_NOTE,NAME,CAD_NAME,AKA,TYPE,UNIT,CDF_UNIT,COUNTY,OWNER,FUNDING,STAFFING,ADDRESS,CITY,ZIP,PHONE_NUM,LAT,LON
-13301740.9563,4471668.7545,705,Active,,Madera County Station 11,MDC 11,North Fork,FSL,MDC,MMU,Madera,COUNTY,L,V,33400 Douglas Ranger Staton,North Fork,93643,559-877-2600,37.23324392,-119.49155937
-13321324.0293,4486644.3575,706,Active,,Madera County Station 12,MDC 12,Oakhurst,FSA,MDC,MMU,Madera,COUNTY,A,P,48355 Liberty Dr,Oakhurst,93644,559-683-4808,37.34027628,-119.66747707
-13311878.0904,4486367.1289,707,Active,,Madera County Station 14,MDC 14,Bass Lake,FSL,MDC,MMU,Madera,COUNTY,L,V,40601 Rd 274,Bass Lake,93604,559-642-3616,37.33829627,-119.58262277
-13347677.8857,4470281.109,708,Active,,Madera County Station 15,MDC 15,Raymond,FSL,MDC,MMU,Madera,COUNTY,L,V,32604 Rd 600,Raymond,93653,559-689-3016,37.22331859,-119.90421776
-13316292.2816,4495305.2096,709,Active,,Madera County Station 18,MDC 18,Cedar Valley,FSL,MDC,MMU,Madera,COUNTY,L,V,44907 Lakeside Dr,Oakhurst,93644,559-683-0600,37.40210687,-119.62227611
-13348255.6857,4434184.579,710,Active,,Madera County Station 19,MDC 19,Bonadelle Madera Ranchos,FSA,MDC,MMU,Madera,COUNTY,A,P,35141 Bonadelle Ave,Madera,93636,559-645-1399,36.96467352,-119.90940825
-13387132.3073,4456236.714,711,Active,,Madera County Station 2,MDC 2,Chowchilla,FSL,MDC,MMU,Madera,COUNTY,L,V,141 S 2Nd St,Chowchilla,93610,559-665-2552,37.12279023,-120.25864281
-13366616.921,4446844.9067,712,Active,,Madera County Station 3,MDC 3,Madera Acres,FSA,MDC,MMU,Madera,COUNTY,A,P,Tbd,Madera,93638,559-661-0507,37.05549,-120.07435
-13323816.3244,4468669.0383,713,Active,,Madera County Station 8,MDC 8,Chukchansi,FSA,MDC,MMU,Madera,COUNTY,A,P,47050 Rd 417,Coarsegold,93614,559-683-8008,37.21178633,-119.68986574
-13336164.3053,4426398.6953,714,Active,,Madera County Station 9,MDC 9,Rolling Hills,FSA,MDC,MMU,Madera,COUNTY,A,P,41016 Ave 11,Madera,93638,559-435-5658,36.90876909,-119.80078956
-13364480.4324,4434357.2864,715,Active,,Madera City Station 56,MDR 56,Madera City Station 56,FSA,MDR,MMU,Madera,CITY,A,P,317 N Lake St,Madera,93637,559-661-5499,36.96591315,-120.05515761
-13367656.4834,4432085.3064,716,Active,,Madera City Station 57,MDR 57,Madera City Station 57,FSA,MDR,MMU,Madera,CITY,A,P,200 S Schnoor Ave,Madera,93638,559-661-5499,36.94960432,-120.08368856
-13349436.1453,4515471.8797,717,Active,,Midpines Company 21,MPA 21,Midpines,FSL,MPA,MMU,Mariposa,COUNTY,L,V,6364 Hwy 140,Midpines,95345,209-966-7651,37.54588094,-119.92001244
-13356177.917,4508458.0151,718,Active,,Mariposa Company 22,MRI 22,Mariposa County Fire,FSL,MRI,MMU,Mariposa,COUNTY,L,V,5273 Hwy 49,Mariposa,95338,209-966-2212,37.49590843,-119.9805748
-13367879.8079,4500415.1568,719,Active,,Catheys Valley Company 23,MPA 23,Catheys Valley,FSL,MPA,MMU,Mariposa,COUNTY,L,V,2820 Hwy 140,Catheys Valley,95306,209-966-5611,37.43856336,-120.08569466
-13393029.2928,4530440.871,720,Active,,Don Pedro Company 24,MPA 24,Don Pedro,FSL,MPA,MMU,Mariposa,COUNTY,L,V,9729 Merced Falls Rd,La Grange,95329,209-852-9910,37.65242032,-120.31161627
-13362592.9646,4510302.5394,721,Active,,Mt Bullion Airport Company 25,MPA 25,Mt Bullion Airport,FSL,MPA,MMU,Mariposa,COUNTY,L,V,5021 Macready Wy,Mariposa,95338,209-742-6081,37.50905358,-120.03820214
-13380213.6633,4538599.7442,722,Active,,Coulterville Company 26,MPA 26,Coulterville,FSL,MPA,MMU,Mariposa,COUNTY,L,V,10293 Ferry Rd,Coulterville,95311,209-878-3127,37.7104255,-120.19649152
-13338072.7395,4509618.1907,723,Active,,Lushmeadows Company 29,MPA 29,Lushmeadows,FSL,MPA,MMU,Mariposa,COUNTY,L,V,6008 Monte Vista Ln,Mariposa,95338,209-742-7505,37.50417677,-119.81793325
-13372988.5022,4543641.8122,724,Active,,Greeley Hill Company 31,MPA 31,Greeley Hill,FSL,MPA,MMU,Mariposa,COUNTY,L,V,10332 Fiske Rd,Coulterville,95311,209-878-3202,37.7462492,-120.1315868
-13328961.1172,4504007.8777,725,Active,,Ponderosa Basin Company 32,MPA 32,Ponderosa Basin,FSL,MPA,MMU,Mariposa,COUNTY,L,V,5618 Creel Rd,Mariposa,95338,209-742-7432,37.46418465,-119.73608217
-13318357.2736,4505510.2331,726,Active,,Fish Camp Company 33,MPA 33,Fish Camp,FSL,MPA,MMU,Mariposa,COUNTY,L,V,7731 Summit,Fish Camp,93623,209-683-7223,37.47489601,-119.64082623
-13345326.2302,4503925.1492,727,Active,,Bootjack Company 37,MPA 37,Bootjack,FSL,MPA,MMU,Mariposa,COUNTY,L,V,3883 Bootjack Ln,Mariposa,95338,209-742-7122,37.46359478,-119.88309246
-13420675.1915,4481283.6421,728,Active,,Franklin/Beachwood/McSwain Fire Station 61,MRD 61,Franklin/Beachwood/McSwain,FSA,MRD,MMU,Merced,COUNTY,A,P,961 Gurr Rd,Merced,95341,209-384-7027,37.30198019,-120.5599636
-13426660.5115,4493174.6755,729,Active,,Winton Fire Station 63,MRD 63,Winton,FSA,MRD,MMU,Merced,COUNTY,A,P,6825 N Winton Way,Winton,95388,209-358-2842,37.38690159,-120.61373063
-13432699.0199,4498112.1151,730,Active,,Cressey Fire Station 64,MRD 64,Cressey,FSA,MRD,MMU,Merced,COUNTY,A,P,9255 Cressey Way,Cressey,95312,209-394-8211,37.42213475,-120.66797546
-13407026.7687,4511805.67,731,Active,,Snelling Fire Station 65,MRD 65,Snelling,FSA,MRD,MMU,Merced,COUNTY,A,P,15974 Lewis St,Snelling,95369,209-563-6661,37.51976407,-120.43735773
-13452761.7777,4447755.6055,732,Active,,Los Banos Fire Station 71,MRD 71,Los Banos,FSA,MRD,MMU,Merced,COUNTY,A,P,525 H Street,Los Banos,93635,209-826-2895,37.06201859,-120.84820229
-13471843.8192,4452164.6565,733,Active,,Santa Nella Fire Station 72,MRD 72,Santa Nella,FSA,MRD,MMU,Merced,COUNTY,A,P,29190 W Centinella Rd,Santa Nella,95332,209-826-6339,37.0936179,-121.01961916
-13469853.0154,4474938.3075,734,Active,,Gustine Fire Station 74,MRD 74,Gustine,FSA,MRD,MMU,Merced,COUNTY,A,P,686 3Rd St,Gustine,95322,209-854-6804,37.25662489,-121.00173545
-13429198.217,4445644.5573,735,Active,,Dos Palos Wye Fire Station 75,MRD 75,Dos Palos Wye,FSA,MRD,MMU,Merced,COUNTY,A,P,8047 W Dairy Ln,Dos Palos,93620,209-387-4223,37.04688422,-120.63652726
-13428253.2334,4437033.5964,736,Active,,Dos Palos Fire Station 76,MRD 76,Dos Palos City,FSA,MRD,MMU,Merced,COUNTY,A,P,1540 Golden Gate Ave,Dos Palos,93620,209-392-2081,36.98511992,-120.62803833
-13412458.2163,4479722.4769,737,Active,,Merced Fire Station 81,MRD 81,Merced,FSA,MRD,MMU,Merced,COUNTY,A,P,735 Martin Luther King Jr Blvd,Merced,95340,209-385-7336,37.29082379,-120.48614927
-13413159.0231,4457849.2852,738,Active,,El Nido Fire Station 83,MRD 83,El Nido,FSA,MRD,MMU,Merced,COUNTY,A,P,10537 S Hwy 59,El Nido,95317,209-722-8452,37.13433967,-120.49244474
-13386086.0764,4471285.6881,739,Active,,Le Grand Fire Station 84,MRD 84,Le Grand,FSA,MRD,MMU,Merced,COUNTY,A,P,3875 Santa Fe Ave,Le Grand,95333,209-389-4868,37.23050416,-120.24924435
-13407766.6601,4484504.1251,740,Active,,McKee Fire Station 85,MRD 85,McKee,FSA,MRD,MMU,Merced,COUNTY,A,P,3360 N Mckee Rd,Merced,95340,209-723-4510,37.32498918,-120.44400431
-13394061.0674,4479742.6284,741,Active,,Planada Fire Station 86,MRD 86,Planada,FSA,MRD,MMU,Merced,COUNTY,A,P,9234 E Broadway,Planada,95365,209-382-0502,37.2909678,-120.3208849
-13444950.8336,4499261.8456,742,Active,,Delhi Fire Station 91,MRD 91,Delhi,FSA,MRD,MMU,Merced,COUNTY,A,P,16056 W Acacia St,Delhi,95315,209-634-5007,37.43033676,-120.77803536
-13436370.5649,4502331.4677,743,Active,,Ballico Fire Station 92,MRD 92,Ballico,FSA,MRD,MMU,Merced,COUNTY,A,P,11284 Ballico Ave,Ballico,95303,209-634-1022,37.45223057,-120.7009575
-13453043.3165,4495448.2818,744,Active,,Hilmar Fire Station 95,MRD 95,Hilmar,FSA,MRD,MMU,Merced,COUNTY,A,P,20021 W Falke St,Hilmar,95324,209-634-7070,37.40312793,-120.85073136
-13438775.2735,4492904.8667,745,Active,,Livingston Fire Station 96,MRD 96,Livingston,FSA,MRD,MMU,Merced,COUNTY,A,P,1430 C Street,Livingston,95334,209-394-7919,37.38497579,-120.72255937
-13453066.2327,4484848.2009,746,Active,,Stevinson Fire Station 97,MRD 97,Stevinson,FSA,MRD,MMU,Merced,COUNTY,A,P,2738 Lander Ave,Stevinson,95374,209-634-7086,37.32744706,-120.85093723
-13375387.503,4451933.7475,747,Active,,Madera County Station 5,CWF 5,CCWF,FSA,CWF,MMU,Madera,STATE,A,P,23370 Rd 22,Chowchilla,93610,559-665-5531,37.09196326,-120.15313746
-13328181.9843,4491359.6842,748,Active,,Ahwahnee FS,MMU AHWAHNEE,Ahwahnee,FSB,MMU,MMU,Madera,STATE,B,P,43033 Hwy 49 S,Ahwahnee,93601,559-683-4844,37.37394574,-119.72908311
-13325440.273,4474142.789,749,Active,,Coarsegold FS,MMU COARSEGOLD,Coarsegold,FSB,MMU,MMU,Madera,STATE,B,P,34555 Hwy 41,Coarsegold,93614,559-683-4823,37.25093664,-119.70445392
-13310649.3899,4467415.5921,750,Active,,Rancheria FS,MMU RANCHERIA,RANCH,FSB,MMU,MMU,Madera,STATE,B,P,53488 Road 200,O'Neals,93645,559-877-2322,37.20281834,-119.57158518
-13348060.6163,4467540.3258,751,Active,,Raymond FS,MMU RAYMOND,Raymond,FSB,MMU,MMU,Madera,STATE,B,P,34951 Road 606,Raymond,93653,559-689-3332,37.20371084,-119.90765589
-13384919.4684,4510363.5265,752,Active,,Hornitos FS,MMU HORNITOS,Hornitos,FSB,MMU,MMU,Mariposa,STATE,B,P,3004 Bear Valley Rd,Hornitos,95325,209-376-2323,37.50948819,-120.2387645
-13381037.605,4540457.6548,753,Active,,Coulterville FS,MMU COULTERVILLE,Coulterville,FSB,MMU,MMU,Mariposa,STATE,B,P,10508 Hwy 49N,Coulterville,95311,209-878-3311,37.7236279,-120.20389311
-13372514.312,4496149.4523,754,Active,,Catheys Valley FS,MMU CATHEYS VALLEY,Catheys Valley,FSB,MMU,MMU,Mariposa,STATE,B,P,2203 Hwy 140,Catheys Valley,95306,209-966-3413,37.4081313,-120.12732712
-13356789.4587,4509238.8044,755,Active,,Mariposa FS,MMU MARIPOSA,Mariposa,FSB,MMU,MMU,Mariposa,STATE,B,P,5366 Hwy 49N,Mariposa,95338,209-966-3622,37.50147307,-119.98606837
-13334308.5618,4503888.1517,756,Active,,Usona FS,MMU USONA,Usona,FSB,MMU,MMU,Mariposa,STATE,B,P,2629 Hwy 49 S,Mariposa,95338,209-742-7233,37.46333097,-119.78411907
-13475672.9777,4446858.11,757,Active,,Los Banos FS,MMU LOS BANOS,Los Banos,FSB,MMU,MMU,Merced,STATE,B,P,31011 West Gonzaga Rd,Gustine,95322,209-826-4233,37.05558472,-121.05401707
-13311671.6932,4481664.1126,758,Active,,Bass Lake FS ,MMU BASS LAKE,Bass Lake,FSB,MMU,MMU,Madera,STATE,B,P,38333 Road 223,Oakhurst,93644,559-683-6700,37.30469879,-119.58076867
-13363828.1287,4514153.3993,759,Active,,Mount Bullion CDC,MMU Mount Bullion CDC,MBL,CC,MMU,MMU,Mariposa,STATE,B,P,5730 Mt Bullion Acess Road,Mariposa,95338,209-966-2116,37.53648957,-120.0492978
-13356840.8148,4509177.2964,760,Active,,Madera-Mariposa-Merced UH,MMU Madera-Mariposa-Merced UH,MMU,HQ,MMU,MMU,Mariposa,STATE,B,P,5366 Highway 49 North,Mariposa,95338,209-966-3622,37.50103472,-119.98652971
-13356794.236,4509154.6043,761,Active,,Madera-Mariposa-Merced ECC,MMU Madera-Mariposa-Merced ECC,MMU ECC,ECC,MMU,MMU,Mariposa,STATE,B,P,5366 Highway 49 North,Mariposa,95338,209-966-3622,37.500873,-119.98611128
-13323376.2229,4482898.6032,762,Active,,Deadwood Peak COM,MMU Deadwood Peak COM,,COM,MMU,MMU,Madera,STATE,B,P,47197 Deadwood Lookout Rd,Oakhurst,93644,,37.31351923,-119.68591223
-13361467.8519,4513711.0543,763,Active,,Mount Bullion COM,MMU Mount Bullion COM,,COM,MMU,MMU,Mariposa,STATE,B,P,6286 Morrissey Rd,Mariposa,95338,,37.53333853,-120.02809508
-13479290.877,4441757.7201,764,Active,,Basalt Hill COM,MMU Basalt Hill COM,,COM,MMU,MMU,Merced,STATE,B,P,078-120-029,Santa Nella,95332,,37.01901114,-121.08651721
-13357410.2679,4500930.4764,765,Active,,Bridgeport Company 28,MPA 28,Bridgeport,FSL,MPA,MMU,Mariposa,COUNTY,L,V,2746 Creek Ridge Rd,Mariposa,95338,209-742-4098,37.44223887,-119.9916452
-13387430.3902,4541626.1516,766,Active,,Penon Blanco Peak COM,MMU Penon Blanco Peak COM,,COM,MMU,MMU,Mariposa,STATE,B,P,10512 Penon Blanco Lookout,Coulterville,95311,,37.7319301,-120.26132047
-13334416.6437,4434280.7566,767,Active,,Madera County Station 7,MDC 7,Tesoro Viejo,FSA,MDC,MMU,Madera,COUNTY,A,P,4155 Town Center Blvd Ste 101,Madera,93636,559-822-7444,36.96536384,-119.78509004
-13369149.174,4436947.8624,768,Active,,Madera City Station 58,MDR 58,Madera City Station 58,FSA,MDR,MMU,Madera,CITY,A,P,2558 Condor Dr,Madera,93637,559-661-5499,36.9842,-120.097053
-13421433.1864,4490688.8185,769,Active,,Castle Fire Center,,,FCFFC,MMU,MMU,Merced,COUNTY,B,P,"3405 Hardstand Ave, Atwater, Ca, 95301",Atwater,95301,,37.36916149,-120.56678566
-13421552.9587,4490669.3074,770,Active,,Castle Training Center,,,TC,MMU,MMU,Merced,COUNTY,C,P,3405 Hardstand Ave,Atwater,95301,209-385-7342,37.3690222,-120.56786159
-13682316.4855,4614332.2777,771,Active,,Tomales FS,MRN Tomales FS,MC  Sta 6,FSCC,MRN,MRN,Marin,COUNTY,G,P,599 Dillon Beach Road,Tomales,94971,415,38.24667509,-122.91032687
-13659799.7133,4599046.3643,772,Active,,Hicks Valley FS,MRN Hicks Valley,MC Sta 5,FSCC,MRN,MRN,Marin,COUNTY,G,P,7330 Red Hill Road,Petaluma,94952,707-762-6086,38.13875384,-122.7080553
-13670923.6764,4589054.1632,773,Active,,Point Reyes FS,MRN Point Reyes FS,MC Sta 4,FSCC,MRN,MRN,Marin,COUNTY,G,P,4Th & B Streets,Point Reyes,94956,415-473-7699,38.06812075,-122.80798356
-13645391.8656,4567042.1099,774,Active,,Throckmorton FS,MRN Throckmorton FS,MC Sta 2,FSCC,MRN,MRN,Marin,COUNTY,G,P,816 Panoramic Highway,Mill Valley,94941,415-388-5414,37.91228066,-122.57862745
-13651685.482,4580438.7838,775,Active,,Woodacre HQ FS,MRN Woodacre HQ FS,MC Sta 1,FSCC,MRN,MRN,Marin,COUNTY,G,P,33 Castle Rock Avenue,Woodacre,94973,415-473-6717,38.00716534,-122.63516395
-13645954.8377,4569344.197,776,Active,,Mt Tam Como,Mt Tam Como,,COM,MRN,MRN,Marin,STATE,,,,Mill Valley,94941,,37.92859438,-122.58368471
-13638084.5644,4561599.1145,777,Active,,MCFD Marin City,Marin City,,FSAB,MRN,MRN,Marin,COUNTY,G,P,850 Drake Ave,Sausalito,94965,415-473-7610,37.87369451,-122.51298486
-13645557.3376,4569168.1718,778,Active,,Mt Tam Lookout,No CAD name Entered,,LO,MRN,MRN,Marin,COUNTY,L,V,,Mill Valley,94941,,37.92734711,-122.58011391
-13651756.6407,4580441.4392,779,Active,,MCFD HQ,No CAD name Entered,,HQ,MRN,MRN,Marin,COUNTY,L,P,33 Castle Rock Ave,Woodacre,94973,415-473-2731,38.00718414,-122.63580318
-13651712.4506,4580440.842,780,Active,,Woodacre ECC,Woodacre ECC,Woodacre,ECC,MRN,MRN,Marin,COUNTY,L,P,33 Castle Rock Ave,Woodacre,94973,,38.00717991,-122.63540621
-13660717.5473,4583219.4474,781,Active,,BARNABE Lookout,Barnabe,,LO,MRN,MRN,Marin,COUNTY,L,V,1 Mountain King Rd,Lagunitas,94938,,38.0268446,-122.71630036
-13507237.0573,4685400.4332,782,Active,,Dry Creek FS,CDF 100,Station 100,FSA,NEU,NEU,Placer,COUNTY,A,C,8350 Cook Riolo Road,Roseville,95747,916-771-0107,38.74632524,-121.33756178
-13504991.6146,4698690.4988,783,Active,,Sunset FS,CDF 77,Station 77,FSA,NEU,NEU,Placer,COUNTY,A,P,1300 Athens Avenue,Lincoln,95648,916-408-7873,38.83937711,-121.31739062
-13498860.7891,4710981.3409,784,Active,,Lincoln FS,CDF 70,Station 70,FSA,NEU,NEU,Placer,COUNTY,A,P,1112 Wise Road,Lincoln,95648,916-645-2360,38.92532465,-121.26231647
-13484218.6794,4707896.4069,785,Active,,Ophir FS,CDF 182,Station 182,FSA,NEU,NEU,Placer,COUNTY,A,P,9305 Wise Road,Auburn,95603,530-823-4124,38.90376205,-121.13078419
-13480785.7681,4712364.3427,786,Active,,Atwood FS,CDF 180,Station 180,FSA,NEU,NEU,Placer,COUNTY,A,P,11645 Atwood Road,Auburn,94603,530-823-4155,38.9349892,-121.09994582
-13501060.4635,4724886.4977,787,Active,,Thermalands FS,PCF STATION 74,Company 74,FSA,NEU,NEU,Placer,COUNTY,A,V,8500 Lakeview Ln.,Lincoln,95648,916-645-7315,39.02243541,-121.28207647
-13511498.4902,4718867.3471,788,Active,,Sheridan FS,PCF STATION 78,Company 78,FSA,NEU,NEU,Placer,COUNTY,A,V,4952 Riosa Rd,Sheridan,95681,530-633-0178,38.98041525,-121.37584285
-13512478.6711,4706987.1995,789,Active,,Paige FS,PCF STATION 75,Company 75,FSA,NEU,NEU,Placer,COUNTY,A,V,5390 Nicolaus Rd,Lincoln,95648,916-645-3213,38.89740579,-121.38464797
-13451749.5458,4751129.4955,790,Active,,Dutch Flat FS,PCF STATION 32,Company 32,FSA,NEU,NEU,Placer,COUNTY,A,V,980 Sacramento St,Dutch Flat,95714,530-389-2234,39.20534806,-120.839109
-13481572.336,4721388.1409,791,Active,,Lone Star FS,PCF STATION 184,Station 184,FSA,NEU,NEU,Placer,COUNTY,A,V,6150 Grass Valley Hwy,Auburn,95603,530-823-4117,38.99801613,-121.10701167
-13475558.4199,4712363.0713,792,Active,,Auburn FS,CDF 10,Station 10,FSB,NEU,NEU,Placer,STATE,B,P,13760 Lincoln Way,Auburn,95603,530-889-0111,38.93498031,-121.05298776
-13448058.7633,4725077.8579,793,Active,,Foresthill FS,CDF 11,Station 11,FSB,NEU,NEU,Placer,STATE,B,P,25150 Foresthill Road,Foresthill,95631,530-367-3111,39.02377086,-120.80595417
-13480076.9225,4727887.4892,794,Active,,Higgins Corner FS,CDF 21,Station 21,FSB,NEU,NEU,Nevada,FIRE DISTRICT,B,P,10106 Combie Road,Auburn,95602,530-268-0844,39.04337623,-121.09357814
-13463912.7054,4734638.8487,795,Active,,Colfax FS,CDF 30,Station 30,FSB,NEU,NEU,Placer,STATE,B,P,24020 Fowler Road,Colfax,95713,530-346-6776,39.09046433,-120.94837252
-13501862.2195,4750724.7032,796,Active,,Smartville FS,CDF 40,Station 40,FSB,NEU,NEU,Yuba,STATE,B,P,8839 Hwy 20,Smartville,95977,530-639-2332,39.20253032,-121.28927874
-13472887.9739,4757355.5048,797,Active,,Nevada City FS,CDF 20,Station 20,FSB,NEU,NEU,Nevada,STATE,B,P,10242 Ridge Road,Nevada City,95959,530-265-4589,39.24867342,-121.0289987
-13374563.9959,4767265.9807,798,Active,,Truckee FS,CDF 50,Station 50,FSB,NEU,NEU,Placer,STATE,B,P,10277 Truckee-Tahoe Airport Rd,Truckee,96161,530-582-9471,39.31758285,-120.14573951
-13515656.6843,4766679.5936,799,Active,,Loma Rica FS,CDF 61,Station 61,FSB,NEU,NEU,Yuba,STATE,B,P,11485 Loma Rica Road,Marysville,95901,530-743-4477,39.31350757,-121.41319649
-13494223.7958,4776524.7242,800,Active,,Dobbins FS,CDF 60,Station 60,FSB,NEU,NEU,Yuba,STATE,B,P,9946 Marysville Rd,Dobbins,95935,530-692-1616,39.38189955,-121.2206616
-13467284.6088,4776878.6198,801,Active,,Columbia Hill FS,CDF 42,Station 42,FSB,NEU,NEU,Nevada,STATE,B,P,19076 Tyler-Foote Road,Nevada City,95959,530-265-2894,39.38435672,-120.9786628
-13449068.4727,4750208.5654,802,Active,,Alta FS,CDF 33,Station 33,FSB,NEU,NEU,Placer,STATE,B,P,33333 Alta Forestry Road,Alta,95701,530-389-2234,39.19893725,-120.81502452
-13367492.0092,4754294.4372,803,Active,,Carnelian Bay FS,CDF 55,Station 55,FSB,NEU,NEU,Placer,FIRE DISTRICT,B,P,240 Carnelian Bay Ave,Carnelian Bay,96140,530-546-4685,39.22737544,-120.08221079
-13462399.2926,4766009.7852,804,Active,,Washington Ridge Conservation Camp,CDF Washington Ridge CC,Washington Ridge CC,CC,NEU,NEU,Nevada,STATE,B,P,11425 Conservation Camp Rd,Nevada City,95959,530-265-7855,39.30885209,-120.93477728
-13469581.0177,4753709.6551,805,Active,,Grass Valley Air Attack Base,CDF Grass Valley AAB,Grass Valley AAB,AAB,NEU,NEU,Nevada,FEDERAL,B,P,13120 Loma Rica Drive,Grass Valley,95945,530-272-4952,39.22330605,-120.99929181
-13475631.5832,4712325.2693,806,Active,,Nevada-Yuba-Placer UH,NONE BUILT,Auburn HQ,HQ,NEU,NEU,Placer,STATE,B,P,13760 Lincoln Way,Auburn,95603,530-889-0111,38.93471617,-121.053645
-13465839.8558,4756916.6302,807,Active,,Banner Mountain Lookout,BANNER MOUNTAIN LOOKOUT,NEU Tone 4,COM/LO,NEU,NEU,Nevada,STATE,B,V,13933 Banner Mtn Lookout Rd,Nevada City,95959,530-478-9795,39.24562027,-120.96568439
-13469786.1693,4753548.1979,808,Active,,Grass Valley Inter-Agency Command Center,CDF GRASS VALLEY ECC,Grass Valley ECC,ICC,NEU,NEU,Nevada,FEDERAL,B,P,13120 Loma Rica Drive,Grass Valley,95945,530-477-0641,39.22218244,-121.00113472
-13466579.6293,4731282.9859,809,Active,,Mt. Howell Lookout,MT. HOWELL LOOKOUT,,LO,NEU,NEU,Placer,STATE,B,V,700 Mt Howell Rd,Colfax,95713,530-637-1087,39.06706242,-120.97232991
-13489318.7784,4777413.1278,810,Active,,Oregon Peak Lookout,OREGON PEAK LOOKOUT,NEU Tone 2,COM/LO,NEU,NEU,Yuba,STATE,B,V,15358 Oregon Hill Rd,Dobbins,95935,530-692-1894,39.3880678,-121.17659909
-13480809.152,4740821.2401,811,Active,,Wolf Mountain Lookout,WOLF MOUNTAIN LOOKOUT,NEU Tone 3,COM/LO,NEU,NEU,Nevada,STATE,B,V,17766 Wolf Mtn Rd,Grass Valley,95949,530-477-1196,39.13355656,-121.10015586
-13400693.5595,4728757.6901,812,Active,,Bunker Hill,ENF T-8,,COM,NEU,NEU,Placer,,,,,,,,39.04944725,-120.38046537
-13345349.7088,4743792.1195,813,Active,,Snow Valley,NEU T9,,COM,XTB,NEU,Washoe,FIRE DISTRICT,L,,,,,,39.15425458,-119.88330317
-13421011.6132,4765755.9454,814,Active,,Cisco Butte,No CAD name Entered,NEU Tone 6,COM,NEU,NEU,Placer,,B,,47480 Kelly Lake Rd,Cisco Grove,95728,,39.30708769,-120.56298549
-13498590.5155,4724642.4448,815,Active,,Thermalands,No CAD name Entered,NEU Tone 10,COM,NEU,NEU,Placer,COUNTY,L,,8800 Vista Ave.,Lincoln,95648,,39.02073214,-121.25988855
-13560606.9524,4751112.1447,816,Active,,Sutter Buttes,No CAD name Entered,NEU Tone 11,COM,NEU,NEU,Sutter,,L,,Pass Rd,Sutter,95982,,39.20522736,-121.81699157
-13477815.2491,4720193.3947,817,Active,,California Conservation Corps.,PLR,Placer Center,CC,NEU,NEU,Placer,STATE,B,P,3710 Christian Valley Road,Auburn,95602,530 823-4900,38.98967461,-121.07326119
-13396275.9041,4764008.6922,818,Active,,Donner Beacon,No CAD name Entered,NEU Tone 7,COM,NEU,NEU,Placer,,,,,Soda Springs,95715,,39.29494178,-120.34078087
-13373907.6729,4756313.6697,819,Active,,Mount Pluto,No CAD name Entered,NEU East Tone 11,COM,NEU,NEU,Placer,FIRE DISTRICT,L,,,,,,39.24142533,-120.13984367
-13349542.0514,4771204.7255,820,Active,,Mount Rose,No CAD name Entered,NEU East Tone 8,COM,NEU,NEU,Washoe,STATE,B,,,(NV),89511,,39.34495088,-119.92096359
-13530547.7871,4662877.8669,821,Active,,HQ - West Sacramento,No CAD name Entered,,ADM,CDF,NEU,Sacramento,STATE,B,P,710 Riverpoint Ct,West Sacramento,95605,,38.56664325,-121.4938277
-13471385.7167,4753229.7868,822,Active,,Grass Valley Fuels Crew,No CAD name Entered,NEU Crew 2349,EQF,NEU,NEU,Nevada,CITY,B,P,12557 Loma Rica Road,Grass Valley,95945,707-326-7847,39.21997167,-121.01551688
-13114847.0406,4014208.8291,823,Active,,Yorba Linda 10,ORC YORBA LINDA 10,,FSL,ORC,ORC,Orange,COUNTY,L,P,18422 E.Lemon Dr,Yorba Linda,92886,970-1216,33.89124469,-117.81266335
-13114144.4241,3969150.4487,824,Active,,Emerald Bay,ORC EMERALD BAY,,FSL,ORC,ORC,Orange,COUNTY,L,P,259 Emerald Bay,Laguna Beach,92651,494-6933,33.55458851,-117.80635167
-13139805.7442,4008495.0146,825,Active,,LA PALMA OCFA Station 13,ORC LA PALMA,,FSL,ORC,ORC,Orange,COUNTY,L,P,7822 Walker St,La Palma,90623,523-8031,33.84862677,-118.03687117
-13093137.7362,3994781.7582,826,Active,,Silverado OCFA Station 14,ORC SILVERADO,,FSL,ORC,ORC,Orange,COUNTY,L,V,P.O. Box 12,Silverado,92676,649-2211,33.74625618,-117.6176454
-13097749.8939,3994273.739,827,Active,,Silverado (USFS) OCFA Station 15,ORC SILVERADO (USFS),,FSCC,ORC,ORC,Orange,COUNTY,G,P,27172 Silverado Canyon Rd,Silverado,92676,649-0190,33.74246143,-117.65907711
-13094048.3288,3989910.3512,828,Active,,Modjeska OCFA Station 16,ORC MODJESKA,,FSL,ORC,ORC,Orange,COUNTY,L,V,28891 Modjeska Canyon Rd,Silverado,92676,649-2500,33.70986128,-117.62582539
-13140846.1247,4003400.2774,829,Active,,Tri-Cities OCFA Station 17,ORC TRI-CITIES,,FSL,ORC,ORC,Orange,COUNTY,L,P,4991 Cerritos Ave,Cypress,90630,821-3840,33.81060844,-118.04621707
-13090287.2227,3983012.1336,830,Active,,Trabuco Station 18,ORC TRABUCO,,FSCC,ORC,ORC,Orange,COUNTY,G,P,31242 Trabuco Canyon Rd,Trabuco Canyon,92678,858-9369,33.65829742,-117.59203881
